timestamp,num_hidden_layers,neurons_per_layer,epochs,batch_size,train_loss,train_accuracy,val_loss,val_accuracy,test_loss,test_accuracy,training_time_sec,epoch_90_accuracy,epoch_95_accuracy
2024-12-03 17:27:37,1,500,50,20,0.0004053133598063,1.0,0.2520983517169952,0.9461538195610046,0.4714575111865997,0.949999988079071,41.43607044219971,4,44
2024-12-03 17:28:14,1,500,50,50,0.001541139325127,1.0,0.3104077279567718,0.9399999976158142,0.6619239449501038,0.8866666555404663,36.30865025520325,7,36
2024-12-03 17:29:26,1,500,50,100,0.0216292180120944,0.9949874877929688,0.2581217885017395,0.9449999928474426,0.430411696434021,0.9100000262260436,37.90693998336792,12,27
2024-12-03 17:29:56,1,500,75,20,0.0001471314026275,1.0,0.3227972388267517,0.949999988079071,0.6063248515129089,0.9166666865348816,67.81928968429565,5,14
2024-12-03 17:30:24,1,500,75,50,0.0006225930992513,1.0,0.3658884465694427,0.9399999976158142,1.0007444620132446,0.8933333158493042,56.69746112823486,9,32
2024-12-03 17:30:51,1,500,75,100,0.0019847534131258,1.0,0.2771294713020324,0.9350000023841858,0.6104384660720825,0.8799999952316284,53.87625312805176,11,30
2024-12-03 17:31:57,1,500,100,20,7.733708480373025e-05,1.0,0.3805659115314483,0.9461538195610046,0.710807740688324,0.905555546283722,92.3235809803009,5,98
2024-12-03 17:32:12,1,500,100,50,0.0002414687623968,1.0,0.2415671795606613,0.9399999976158142,0.7012437582015991,0.9066666960716248,80.19959878921509,5,31
2024-12-03 17:33:17,1,500,100,100,0.0016958635533228,1.0,0.4631607830524444,0.9300000071525574,1.2388432025909424,0.8199999928474426,80.01616764068604,11,32
2024-12-03 17:34:14,1,500,125,20,0.0013623599661514,1.0,0.3265400826931,0.9384615421295166,0.5662452578544617,0.894444465637207,121.62473034858704,6,88
2024-12-03 17:34:53,1,500,125,50,0.0001292472879868,1.0,0.3345082104206085,0.9399999976158142,0.6953111886978149,0.8933333158493042,94.97852373123168,8,24
2024-12-03 17:35:40,1,700,50,20,0.0003255720657762,1.0,0.3209500312805176,0.942307710647583,0.7617278099060059,0.894444465637207,45.834792375564575,11,55
2024-12-03 17:35:40,1,500,125,100,0.0004201447009108,1.0,0.3607984185218811,0.9399999976158142,0.7357572913169861,0.8700000047683716,85.98159956932068,5,43
2024-12-03 17:36:16,1,700,50,100,0.0069043426774442,1.0,0.1984461992979049,0.9549999833106996,0.5770233273506165,0.8799999952316284,35.62485361099243,9,18
2024-12-03 17:36:18,1,700,50,50,0.0037226527929306,1.0,0.2707861065864563,0.9480000138282776,0.6962032318115234,0.8999999761581421,37.594319581985474,10,33
2024-12-03 17:37:15,1,700,75,50,0.0004272389924153,1.0,0.3375906944274902,0.9559999704360962,0.6013853549957275,0.8933333158493042,56.59545922279358,6,67
2024-12-03 17:37:22,1,700,75,20,0.0001277056726394,1.0,0.3656022548675537,0.942307710647583,0.6439634561538696,0.9111111164093018,64.71180534362793,7,19
2024-12-03 17:38:05,1,700,75,100,0.0040343753062188,1.0,0.294277012348175,0.9399999976158142,0.744342565536499,0.9100000262260436,49.91612935066223,13,44
2024-12-03 17:38:36,1,700,100,20,4.812070255866274e-05,1.0,0.262997955083847,0.949999988079071,0.5839246511459351,0.9333333373069764,74.2946400642395,4,18
2024-12-03 17:39:13,1,700,100,50,0.0007833634736016,1.0,0.3783839344978332,0.9480000138282776,0.8020526170730591,0.8600000143051147,67.09092307090759,10,68
2024-12-03 17:39:44,1,700,100,100,0.0037935057189315,0.9987468719482422,0.4452149271965027,0.9200000166893004,0.6271939277648926,0.8799999952316284,66.6952850818634,13,42
2024-12-03 17:40:48,1,700,125,20,1.7346152162645012e-05,1.0,0.2643289566040039,0.9538461565971376,0.557792603969574,0.9222221970558168,95.06900191307068,6,18
2024-12-03 17:41:13,1,700,125,50,0.0001148857772932,1.0,0.3535770773887634,0.9399999976158142,0.9083650708198548,0.8666666746139526,89.17594027519226,10,32
2024-12-03 17:41:54,1,900,50,20,0.000135056223371,1.0,0.2500135898590088,0.9538461565971376,0.5400180816650391,0.9111111164093018,40.2923150062561,11,104
2024-12-03 17:42:03,1,700,125,100,0.000457685731817,1.0,0.49482062458992,0.9200000166893004,0.5451654195785522,0.9100000262260436,74.04471325874329,4,23
2024-12-03 17:42:28,1,900,50,50,0.0051293247379362,1.0,0.2587915360927582,0.9480000138282776,0.5524677634239197,0.9133333563804626,33.10642981529236,8,17
2024-12-03 17:42:34,1,900,50,100,0.0084344716742634,1.0,0.1997765749692917,0.9350000023841858,0.5564974546432495,0.8799999952316284,30.6558141708374,14,
2024-12-03 17:43:23,1,900,75,50,0.0002901279367506,1.0,0.2362755089998245,0.944000005722046,0.745971143245697,0.8799999952316284,48.7781400680542,4,6
2024-12-03 17:43:27,1,900,75,20,6.236781337065622e-05,1.0,0.3217558860778808,0.9307692050933838,0.5280661582946777,0.9277777671813964,58.30501174926758,6,25
2024-12-03 17:44:08,1,900,75,100,0.0031169871799647,1.0,0.4509198665618896,0.9399999976158142,0.8750787377357483,0.8799999952316284,44.78100109100342,14,
2024-12-03 17:44:43,1,900,100,20,2.227296317869332e-05,1.0,0.5063377618789673,0.9269230961799622,0.8927587866783142,0.8833333253860474,76.28101563453674,8,
2024-12-03 17:45:13,1,900,100,50,0.0975378081202507,0.9716981053352356,0.4877295196056366,0.9120000004768372,0.8223816156387329,0.8266666531562805,63.88462066650391,8,24
2024-12-03 17:45:40,1,900,100,100,0.0008038210216909,1.0,0.3936580717563629,0.9300000071525574,0.6080045700073242,0.8999999761581421,55.84716773033142,11,29
2024-12-03 17:46:52,1,900,125,50,8.224128396250308e-05,1.0,0.2598925530910492,0.959999978542328,0.6869964003562927,0.9333333373069764,71.91800570487976,5,26
2024-12-03 17:47:01,1,900,125,20,1.1043725862691645e-05,1.0,0.3509126305580139,0.9461538195610046,0.6856461763381958,0.8999999761581421,107.51676392555235,7,26
2024-12-03 17:47:45,1,1200,50,20,0.0001297447306569,1.0,0.3441444337368011,0.9384615421295166,0.4474985003471374,0.9277777671813964,43.53403687477112,9,35
2024-12-03 17:48:09,1,900,125,100,0.11489899456501,0.9561403393745422,0.7872676253318787,0.8899999856948853,1.274671196937561,0.8100000023841858,76.60683560371399,6,
2024-12-03 17:48:20,1,1200,50,50,0.000858882907778,1.0,0.2986498177051544,0.9319999814033508,0.6421530842781067,0.8933333158493042,34.8170382976532,6,
2024-12-03 17:48:41,1,1200,50,100,0.0081525230780243,0.9987468719482422,0.32990562915802,0.925000011920929,0.5025899410247803,0.8799999952316284,31.56645178794861,13,36
2024-12-03 17:49:17,1,1200,75,20,4.426724262884818e-05,1.0,0.3256072103977203,0.9384615421295166,0.6191691160202026,0.905555546283722,56.11474871635437,6,
2024-12-03 17:49:32,1,1200,75,50,0.0003398414992261,1.0,0.3976231515407562,0.9399999976158142,0.5940955877304077,0.8933333158493042,50.45268750190735,7,27
2024-12-03 17:50:00,1,1200,75,100,0.0009424417512491,1.0,0.236418530344963,0.9549999833106996,0.5853312015533447,0.8700000047683716,42.6685836315155,10,15
2024-12-03 17:50:52,1,1200,100,20,2.392310489085503e-05,1.0,0.1959446370601654,0.9538461565971376,0.5099402666091919,0.905555546283722,79.18926501274109,3,15
2024-12-03 17:51:02,1,1200,100,50,0.0001363481133012,1.0,0.4061896204948425,0.9359999895095824,0.8912417888641357,0.8799999952316284,61.25848436355591,6,17
2024-12-03 17:51:51,1,1200,100,100,0.0006287649739533,1.0,0.4257923364639282,0.9300000071525574,0.8961562514305115,0.9100000262260436,58.276602029800415,13,25
2024-12-03 17:52:32,1,1200,125,20,2.203237090725452e-05,1.0,0.307794839143753,0.9538461565971376,0.7136607766151428,0.905555546283722,89.46327924728394,4,28
2024-12-03 17:53:08,1,1200,125,50,0.0001034886809065,1.0,0.3710335195064544,0.9399999976158142,0.8745546340942383,0.8600000143051147,76.95057392120361,7,35
2024-12-03 17:53:42,1,1200,125,100,0.0002846776042133,1.0,0.40450519323349,0.9200000166893004,0.9987288117408752,0.8600000143051147,69.66716504096985,11,
2024-12-03 17:53:48,2,500,50,20,0.0001400296605424,1.0,0.28449746966362,0.9538461565971376,0.4949997365474701,0.9222221970558168,38.9349467754364,3,26
2024-12-03 17:54:18,2,500,50,100,0.0105574373155832,0.9987499713897704,0.4083439707756042,0.9350000023841858,0.923320472240448,0.8299999833106995,29.90634703636169,12,41
2024-12-03 17:54:22,2,500,50,50,0.0169865731149911,0.9941037893295288,0.392891526222229,0.9120000004768372,0.7133215069770813,0.8600000143051147,39.7696225643158,13,
2024-12-03 17:55:20,2,500,75,50,0.0018748819129541,1.0,0.1841220259666443,0.9520000219345092,0.4839327931404114,0.9200000166893004,57.62101864814758,6,60
2024-12-03 17:55:28,2,500,75,20,0.0123442532494664,0.9954441785812378,0.5190787315368652,0.9115384817123412,0.5641664266586304,0.894444465637207,68.89254903793335,8,23
2024-12-03 17:56:11,2,500,75,100,0.0600012354552745,0.9824561476707458,0.2919375896453857,0.9200000166893004,0.6157360672950745,0.8600000143051147,49.865904092788696,8,69
2024-12-03 17:56:59,2,500,100,20,1.811989932321012e-05,1.0,0.3244989216327667,0.957692325115204,0.5930675268173218,0.905555546283722,90.67711186408997,4,10
2024-12-03 17:57:23,2,500,100,50,0.0001081425943993,1.0,0.4045586884021759,0.9399999976158142,0.8269012570381165,0.9133333563804626,72.00859379768372,8,40
2024-12-03 17:58:04,2,500,100,100,0.0001981558307306,1.0,0.2842080593109131,0.949999988079071,0.4545770585536957,0.9300000071525574,64.71725797653198,10,20
2024-12-03 17:59:07,2,500,125,20,2.4059056158876047e-05,1.0,0.3122471570968628,0.9538461565971376,0.6254541277885437,0.8999999761581421,103.49276065826416,5,15
2024-12-03 17:59:34,2,500,125,50,0.0006230399012565,1.0,0.4141503870487213,0.9359999895095824,0.8684365749359131,0.8733333349227905,89.02725529670715,7,64
2024-12-03 18:00:21,2,700,50,20,6.433575617847964e-05,1.0,0.2862642109394073,0.9307692050933838,0.4991069734096527,0.9111111164093018,47.03115010261536,9,37
2024-12-03 18:00:24,2,500,125,100,0.0003318769449833,1.0,0.4138881266117096,0.915000021457672,0.8603240847587585,0.8600000143051147,76.34569263458252,6,
2024-12-03 18:00:58,2,700,50,100,0.0199370868504047,0.9912280440330504,0.1822753846645355,0.9549999833106996,0.9079104661941528,0.8100000023841858,33.048826694488525,7,49
2024-12-03 18:00:58,2,700,50,50,0.0002687206724658,1.0,0.3789893388748169,0.9399999976158142,0.7147752046585083,0.8666666746139526,36.13534188270569,13,18
2024-12-03 18:01:51,2,700,75,50,0.0046319547109305,0.9988207817077636,0.2539157569408417,0.9520000219345092,0.7805508375167847,0.8866666555404663,52.94030070304871,5,13
2024-12-03 18:02:04,2,700,75,20,0.0001474628224968,1.0,0.2162404507398605,0.957692325115204,0.6175254583358765,0.894444465637207,65.96917080879211,6,24
2024-12-03 18:02:39,2,700,75,100,0.0004880010092165,1.0,0.4471013247966766,0.9350000023841858,0.935244083404541,0.8600000143051147,46.836262226104736,9,
2024-12-03 18:03:50,2,700,100,20,4.332159005571157e-05,1.0,0.4995714724063873,0.9346153736114502,0.7901647090911865,0.905555546283722,105.32493853569032,4,56
2024-12-03 18:04:00,2,700,100,50,0.0001089948927983,1.0,0.3366716206073761,0.944000005722046,0.6395930051803589,0.9066666960716248,79.80699586868286,5,17
2024-12-03 18:05:01,2,700,100,100,0.0003883461467921,1.0,0.4319932162761688,0.9300000071525574,1.0475056171417236,0.8299999833106995,70.21312761306763,12,16
2024-12-03 18:06:05,2,700,125,20,6.0324641708575655e-06,1.0,0.4223940372467041,0.942307710647583,1.078093647956848,0.894444465637207,124.05075883865356,6,
2024-12-03 18:06:37,2,700,125,50,4.050924690091051e-05,1.0,0.3751810193061828,0.9279999732971193,0.7721490263938904,0.9066666960716248,95.27080512046814,8,
2024-12-03 18:07:31,2,900,50,20,2.1613006538245827e-05,1.0,0.4719685316085815,0.9384615421295166,0.6831014752388,0.8888888955116272,54.13358950614929,8,35
2024-12-03 18:07:34,2,700,125,100,0.0001106746785808,1.0,0.4443532228469848,0.9399999976158142,0.5836927890777588,0.8999999761581421,88.75226044654846,7,
2024-12-03 18:08:12,2,900,50,50,0.0003499355225358,1.0,0.2905166745185852,0.9319999814033508,0.7454742193222046,0.8933333158493042,39.67448616027832,8,
2024-12-03 18:08:12,2,900,50,100,0.0012109439121559,1.0,0.4312255978584289,0.9350000023841858,0.882841169834137,0.8799999952316284,37.19216871261597,8,31
2024-12-03 18:09:14,2,900,75,50,8.813834574539214e-05,1.0,0.3615044057369232,0.944000005722046,0.614205539226532,0.8999999761581421,61.1795334815979,3,19
2024-12-03 18:09:31,2,900,75,20,1.96017117559677e-05,1.0,0.3478173315525055,0.9538461565971376,0.7253302931785583,0.8888888955116272,79.24725008010864,6,30
2024-12-03 18:10:09,2,900,75,100,0.0006113027338869,1.0,0.1862026751041412,0.9549999833106996,0.6140089631080627,0.8899999856948853,54.66872024536133,11,15
2024-12-03 18:11:15,2,900,100,20,4.3268155422993004e-06,1.0,0.582552969455719,0.9346153736114502,0.936820387840271,0.8888888955116272,103.23915123939514,3,
2024-12-03 18:11:25,2,900,100,50,5.806060289614834e-05,1.0,0.4377924799919128,0.9399999976158142,0.8129861950874329,0.8999999761581421,75.18946766853333,6,77
2024-12-03 18:12:24,2,900,100,100,0.0364311672747135,0.9912280440330504,0.2517056167125702,0.9449999928474426,0.7562116384506226,0.8899999856948853,68.08886003494263,5,22
2024-12-03 18:13:48,2,900,125,20,1.642730421735905e-05,1.0,0.5205031037330627,0.942307710647583,0.6000633239746094,0.9111111164093018,142.50987219810486,6,23
2024-12-03 18:14:14,2,900,125,50,2.612123716971837e-05,1.0,0.4243403971195221,0.9359999895095824,0.862097978591919,0.9133333563804626,109.03236413002014,8,50
2024-12-03 18:15:17,2,1200,50,20,3.458511127973907e-05,1.0,0.3764168322086334,0.9346153736114502,0.6065946817398071,0.9166666865348816,62.677215337753296,10,23
2024-12-03 18:15:27,2,900,125,100,0.0001140251770266,1.0,0.266640692949295,0.9399999976158142,0.7958000302314758,0.8600000143051147,98.3853244781494,5,
2024-12-03 18:16:02,2,1200,50,50,0.0001945942058227,1.0,0.2314137518405914,0.9679999947547911,0.8179357051849365,0.8999999761581421,44.3669650554657,5,19
2024-12-03 18:16:08,2,1200,50,100,0.0011027087457478,1.0,0.33034148812294,0.9399999976158142,0.7422899603843689,0.8700000047683716,40.56673192977905,10,27
2024-12-03 18:17:23,2,1200,75,50,6.61789599689655e-05,1.0,0.3934555053710937,0.9520000219345092,0.7773345708847046,0.8933333158493042,74.58880352973938,5,62
2024-12-03 18:17:42,2,1200,75,20,1.4950006516301071e-05,1.0,0.4899890720844269,0.942307710647583,0.7280121445655823,0.905555546283722,99.06765842437744,4,26
2024-12-03 18:18:29,2,1200,75,100,0.0001846881350502,1.0,0.500021755695343,0.9200000166893004,0.8471589684486389,0.8700000047683716,64.97494983673096,10,
2024-12-03 18:19:52,2,1200,100,20,3.3841831736936e-06,1.0,0.2203797250986099,0.965384602546692,0.8568671345710754,0.894444465637207,129.49224472045898,4,10
2024-12-03 18:20:05,2,1200,100,50,5.29509961779695e-05,1.0,0.4774032533168793,0.9399999976158142,1.0937083959579468,0.8666666746139526,94.85947012901306,7,16
2024-12-03 18:21:19,2,1200,100,100,0.0001088522330974,1.0,0.3923260569572449,0.9300000071525574,0.5134215354919434,0.9100000262260436,86.21613812446594,9,25
2024-12-03 18:22:39,2,1200,125,20,2.252543708891608e-05,1.0,0.4731539785861969,0.942307710647583,0.8116471171379089,0.9111111164093018,153.10589480400083,6,67
2024-12-03 18:23:14,2,1200,125,50,6.299297820078209e-05,1.0,0.3049001097679138,0.944000005722046,0.90813946723938,0.8533333539962769,115.09476041793825,6,107
2024-12-03 18:24:02,3,500,50,20,5.108398909214884e-05,1.0,0.3906733691692352,0.942307710647583,0.8162108659744263,0.8999999761581421,47.32066202163696,8,27
2024-12-03 18:24:07,2,1200,125,100,0.000456307810964,1.0,0.3377330005168915,0.949999988079071,0.8146892786026001,0.8799999952316284,87.60147476196289,7,16
2024-12-03 18:24:43,3,500,50,50,0.0386727377772331,0.9870588183403016,0.5171588063240051,0.8880000114440918,0.8452176451683044,0.8399999737739563,38.29446291923523,5,21
2024-12-03 18:24:44,3,500,50,100,0.0142717445269227,0.9962406158447266,0.2375160753726959,0.959999978542328,0.6147774457931519,0.8799999952316284,36.94326090812683,10,23
2024-12-03 18:25:43,3,500,75,50,0.0786923542618751,0.9775943160057068,0.4037934839725494,0.9200000166893004,0.6853488683700562,0.8733333349227905,58.20858931541443,6,
2024-12-03 18:25:54,3,500,75,20,2.185300036217086e-05,1.0,0.5264295935630798,0.9384615421295166,0.9127353429794312,0.8722222447395325,70.96103978157043,7,50
2024-12-03 18:26:35,3,500,75,100,0.0265142656862735,0.9899749159812928,0.3148282170295715,0.9300000071525574,1.0595626831054688,0.8299999833106995,51.71530652046204,13,39
2024-12-03 18:27:27,3,500,100,20,3.668302269943524e-06,1.0,0.4705878794193268,0.9384615421295166,0.8198250532150269,0.905555546283722,92.06031465530396,5,54
2024-12-03 18:27:51,3,500,100,50,0.0545805171132087,0.9823113083839417,0.3609949946403503,0.9319999814033508,1.0562609434127808,0.7799999713897705,74.98556518554688,5,40
2024-12-03 18:28:34,3,500,100,100,0.0015379365067929,1.0,0.3858772218227386,0.9449999928474426,0.6362693905830383,0.8799999952316284,66.97320890426636,13,39
2024-12-03 18:29:48,3,500,125,20,0.0001592496992088,1.0,0.2142086774110794,0.9615384340286256,0.5291410088539124,0.9222221970558168,116.09735894203186,3,13
2024-12-03 18:30:07,3,500,125,50,4.356736826593988e-05,1.0,0.4833194613456726,0.9399999976158142,0.7796537280082703,0.9133333563804626,91.50597953796388,8,34
2024-12-03 18:31:01,3,700,50,20,4.471154898055829e-05,1.0,0.443864643573761,0.942307710647583,0.647261381149292,0.905555546283722,53.59100556373596,8,30
2024-12-03 18:31:15,3,500,125,100,0.0002906876325141,1.0,0.3221841156482696,0.9399999976158142,0.5111925601959229,0.9399999976158142,86.94526696205139,5,
2024-12-03 18:31:40,3,700,50,50,0.0639021545648574,0.9775943160057068,0.4036582112312317,0.9079999923706056,0.8393760323524475,0.800000011920929,39.21408557891846,9,
2024-12-03 18:31:53,3,700,50,100,0.0022524534724652,1.0,0.429147332906723,0.9300000071525574,0.4896638989448547,0.9200000166893004,37.02862906455994,11,
2024-12-03 18:32:58,3,700,75,50,4.631980118574575e-05,1.0,0.3495852947235107,0.944000005722046,0.7240166068077087,0.8933333158493042,62.54528307914734,5,
2024-12-03 18:33:15,3,700,75,20,0.000228125747526,1.0,0.4669440686702728,0.9346153736114502,0.8406249284744263,0.8777777552604675,94.25998163223268,6,39
2024-12-03 18:33:57,3,700,75,100,0.0001737379207042,1.0,0.5348409414291382,0.9350000023841858,0.4454646706581116,0.9300000071525574,58.49845790863037,12,54
2024-12-03 18:35:14,3,700,100,20,3.180453632012359e-06,1.0,0.5345862507820129,0.9384615421295166,0.8373805284500122,0.8833333253860474,118.28462982177734,6,
2024-12-03 18:35:24,3,700,100,50,0.0122457491233944,0.9952830076217652,0.4921047985553741,0.8999999761581421,0.8598093390464783,0.8533333539962769,86.7215006351471,9,59
2024-12-03 18:36:31,3,700,100,100,6.6178705310449e-05,1.0,0.3985666036605835,0.9200000166893004,0.7188290357589722,0.9200000166893004,75.65171647071838,11,
2024-12-03 18:37:55,3,700,125,20,2.579347210485139e-06,1.0,0.5021528005599976,0.9461538195610046,0.7525327801704407,0.9277777671813964,150.1018583774567,4,12
2024-12-03 18:38:16,3,700,125,50,5.010664608562365e-05,1.0,0.4040569961071014,0.944000005722046,0.7685768604278564,0.8999999761581421,104.63010025024414,6,94
2024-12-03 18:39:21,3,900,50,20,3.0813971534371376e-05,1.0,0.4539710283279419,0.9461538195610046,0.6791985630989075,0.8888888955116272,64.72053408622742,10,70
2024-12-03 18:39:35,3,700,125,100,7.76630622567609e-05,1.0,0.4928298890590668,0.925000011920929,0.7963607907295227,0.8600000143051147,99.21373438835144,8,45
2024-12-03 18:40:05,3,900,50,50,0.0106496326625347,0.9964622855186462,0.2700882256031036,0.9520000219345092,0.6424524188041687,0.8799999952316284,43.03047752380371,6,34
2024-12-03 18:40:18,3,900,50,100,0.0003877162816934,1.0,0.4072432816028595,0.9399999976158142,0.4899938106536865,0.9399999976158142,42.591176986694336,9,
2024-12-03 18:41:35,3,900,75,50,6.143030623206869e-05,1.0,0.6244289875030518,0.9319999814033508,1.3354525566101074,0.8533333539962769,76.44264936447144,5,
2024-12-03 18:41:45,3,900,75,20,0.1258181035518646,0.9612756371498108,0.2616671919822693,0.9346153736114502,0.5623757243156433,0.8611111044883728,99.2942283153534,8,51
2024-12-03 18:42:42,3,900,75,100,0.000122957440908,1.0,0.3449646830558777,0.9350000023841858,0.8983892798423767,0.8500000238418579,65.89068675041199,9,40
2024-12-03 18:43:50,3,900,100,20,0.0127465520054101,0.9965831637382508,0.4091903567314148,0.9307692050933838,0.7762187719345093,0.8777777552604675,124.47327589988708,8,76
2024-12-03 18:44:32,3,900,100,50,2.0523759303614497e-05,1.0,0.3807208240032196,0.9359999895095824,0.7563117742538452,0.9200000166893004,108.64644956588744,8,39
2024-12-03 18:45:16,3,900,100,100,0.0003240881196688,1.0,0.2734824419021606,0.949999988079071,0.9851495623588562,0.8500000238418579,83.73833537101746,8,45
2024-12-03 18:47:21,3,900,125,50,1.774309203028679e-05,1.0,0.420646071434021,0.9399999976158142,1.0312981605529783,0.8600000143051147,124.3814914226532,7,
2024-12-03 18:47:44,3,900,125,20,2.0122149635426467e-06,1.0,0.7426947951316833,0.9192307591438292,1.007210612297058,0.8777777552604675,191.92787265777588,7,60
2024-12-03 18:49:13,3,1200,50,20,0.0217818450182676,0.9920273423194884,0.2433381825685501,0.9384615421295166,0.5184285044670105,0.894444465637207,87.8022255897522,10,27
2024-12-03 18:49:22,3,900,125,100,0.0003608497790992,1.0,0.2766951024532318,0.9449999928474426,0.5465709567070007,0.9300000071525574,120.70578646659852,6,
2024-12-03 18:50:10,3,1200,50,50,0.0040616742335259,0.9988207817077636,0.6224660277366638,0.9079999923706056,1.4103608131408691,0.800000011920929,56.64316415786743,13,
2024-12-03 18:50:13,3,1200,50,100,0.0006097036530263,1.0,0.387439489364624,0.9350000023841858,0.6968421339988708,0.9100000262260436,49.85490131378174,8,33
2024-12-03 18:51:51,3,1200,75,50,3.2638661650707945e-05,1.0,0.4500692486763,0.9359999895095824,0.8448260426521301,0.8533333539962769,97.68679070472716,4,21
2024-12-03 18:52:33,3,1200,75,20,1.0550495971983764e-05,1.0,0.3801160752773285,0.942307710647583,0.6831330060958862,0.9111111164093018,142.6027376651764,5,
2024-12-03 18:53:13,3,1200,75,100,0.0001176170480903,1.0,0.2394921481609344,0.949999988079071,0.7085040807723999,0.8899999856948853,80.75208830833435,10,30
2024-12-03 18:55:18,3,1200,100,50,5.689375029760413e-06,1.0,0.4697856605052948,0.9399999976158142,0.8831392526626587,0.8933333158493042,124.31769442558289,5,
2024-12-03 18:55:44,3,1200,100,20,0.0853275507688522,0.9760820269584656,0.3055820763111114,0.9307692050933838,0.4649229347705841,0.855555534362793,190.23988127708435,5,48
2024-12-03 18:57:06,3,1200,100,100,2.1619945982820354e-05,1.0,0.6395496129989624,0.915000021457672,1.2336105108261108,0.8399999737739563,106.45585346221924,11,45
2024-12-03 18:59:33,3,1200,125,20,5.810837819808512e-07,1.0,0.5261643528938293,0.9461538195610046,0.8996514081954956,0.8833333253860474,227.49646306037903,4,87
2024-12-03 18:59:58,3,1200,125,50,1.5110687854757998e-05,1.0,0.3788615763187408,0.9399999976158142,1.006242036819458,0.846666693687439,168.69207215309143,8,
2024-12-03 19:01:05,3,1200,125,100,1.978952423087321e-05,1.0,0.5118249654769897,0.9300000071525574,0.8964213728904724,0.8600000143051147,91.66554403305054,6,21
